dam,IV,A/E,PRB,PRB2
Notting Hill GB,1.291,1.445,0.508,0.329
March Hare GB,1.66,1.461,0.615,0.441
Maria Dolores (USA),0,0,0.817,0.681
Hoyland Common (IRE),0.968,0.557,0.583,0.392
Flounce GB,0,0,0.236,0.084
First Degree GB,0,0,0.517,0.336
Emmas Star (ITY),0,0,0.083,0.007
Oh Hebe (IRE),3.486,1.8,0.566,0.453
Shadowglow GB,0.664,0.516,0.506,0.357
Ivory Palm (USA),0.83,0.683,0.494,0.334
Bobs Princess GB,0,0,0.331,0.181
Crimada I (IRE),4.981,2.067,0.64,0.593
Sorridar GB,0,0,0.165,0.074
Lomalou (IRE),0,0,0.459,0.279
Vikings Cove (USA),0,0,0.162,0.042
Follow The Stars GB,0,0,0.352,0.16
Compradore GB,0,0,0.39,0.264
Solo Symphony (IRE),0,0,0.339,0.142
Medina De Rioseco GB,0.968,0.979,0.385,0.244
Pie In The Sky GB,0,0,0.33,0.183
Ghost Dancing GB,0,0,0.312,0.17
Alumisiyah (USA),0.775,0.368,0.631,0.458
Its Academic GB,1.453,1.004,0.537,0.396
Nordic Victory (USA),0,0,0,0
Touch And Love (IRE),1.162,0.648,0.717,0.551
Shady Point (IRE),0,0,0.283,0.093
Mischievous Miss GB,1.453,1.666,0.5,0.337
Stop The Traffic (IRE),0,0,0.189,0.084
Plectrum GB,0,0,0.315,0.134
Bold Byzantium GB,0,0,0.248,0.074
Risk The Witch GB,0,0,0.251,0.114
Chatsworth Bay (IRE),4.649,3.262,0.798,0.683
Sharp Circle (IRE),0,0,0.492,0.371
Heated Debate I (USA),0,0,0.695,0.498
Garah GB,0,0,0.727,0.529
Edgeaway GB,0,0,0.136,0.037
Tomanivi GB,0,0,0.044,0.006
Billie Blue GB,0,0,0.564,0.414
Russell Creek GB,0,0,0.46,0.277
Pusey Street Girl GB,1.056,0.879,0.439,0.346
Diamond Field (USA),3.486,4.167,0.557,0.459
Maidment GB,0,0,0.722,0.525
Sweeping I GB,0,0,0.573,0.365
Magical Retreat (USA),0,0,0.392,0.267
Amanah (USA),1.937,0.645,0.669,0.567
Pirouette I GB,0,0,0.257,0.106
Rochea GB,0,0,0.649,0.493
Jaljuli (IRE),6.973,5.82,0.825,0.738
Bella Bellisimo (IRE),0,0,0.533,0.316
Form At Last GB,0,0,0.52,0.306
Razzle Dazzle (IRE),0,0,0.24,0.089
Sodfahh GB,0,0,0.509,0.355
Dicentra GB,0,0,0.374,0.22
Marabela (IRE),0,0,0.141,0.03
Literary GB,0,0,0.468,0.288
Private Bucks (USA),0,0,0.321,0.17
Play The Queen (IRE),0,0,0.294,0.165
Yashville GB,1.453,1.243,0.415,0.265
Why Not Glow (IRE),0,0,0.2,0.114
Milva GB,0,0,0.384,0.174
Tallulah Belle GB,0,0,0.39,0.247
Sea Mist (IRE),0,0,0.038,0.003
Monterana GB,0,0,0.237,0.15
Lovely Ali (IRE),0,0,0.39,0.227
Miswaki Belle (USA),0,0,0.241,0.128
Sartigila GB,1.162,1.158,0.531,0.394
Sharp Girl (FR),0,0,0.173,0.051
Rousinette GB,1.55,1.423,0.51,0.352
City Gambler GB,1.291,1.178,0.349,0.199
Times Of Times (IRE),1.453,2.419,0.247,0.199
Naivement (IRE),0,0,0.426,0.264
Loucoum (FR),0,0,0.42,0.265
Safkana (IRE),0,0,0,0
Sada GB,0,0,0.518,0.331
Spoilt Again GB,0,0,0.449,0.322
Gold Prospector (IRE),0.726,0.538,0.48,0.309
Loire Valley (IRE),0,0,0.659,0.489
Mon Petitnamour (IRE),0,0,0.536,0.301
Mint Royale (IRE),0,0,0.449,0.276
Gentle Persuasion I GB,0,0,0.167,0.028
Torchera (USA),0,0,0.399,0.287
Top GB,0,0,0.165,0.044
Hill Welcome GB,3.874,2.373,0.749,0.618
Albaiyda (IRE),0,0,0.289,0.092
True At Heart (USA),0,0,0.224,0.051
Staff Approved GB,0,0,0.185,0.072
Wavy Up (IRE),4.358,2.208,0.839,0.746
Bonita Bee GB,0,0,0.064,0.009
Tuzla (FR),5.811,6.964,0.875,0.781
White Palace GB,11.621,17,1,1
Cape Clear GB,0,0,0.658,0.461
Vento Del Oreno (FR),0,0,0.423,0.217
Sea Of Time (USA),0,0,0.319,0.149
Boadicea GB,0,0,0,0
Four-Legged Friend GB,0,0,0.355,0.185
Classical Flair (USA),0,0,0.038,0.003
Ahdaab (USA),2.324,1.161,0.674,0.49
Dear Girl (IRE),0,0,0.538,0.371
Pace (USA),0,0,0.635,0.475
Trinity Hall GB,0,0,0.428,0.269
Creme Caramel I (USA),1.453,1.042,0.577,0.411
Muddys Girl (SWE),0,0,0.372,0.178
Confidentiality (USA),0.83,0.758,0.627,0.452
Les Marettes (FR),0,0,0.028,0.002
Ferbers Follies (USA),0,0,0.214,0.07
Flying Carpet GB,3.576,2.038,0.68,0.575
Prima Volta GB,0,0,0.447,0.241
Cross Dall (IRE),0,0,0.51,0.311
Free Demo (FR),0,0,0.521,0.293
Dolphin Beech (IRE),0,0,0.1,0.04
Bint Alhabib GB,0,0,0,0
Two Spots GB,2.583,3.098,0.525,0.434
Croghan Katie GB,0,0,0.246,0.083
Own Acre GB,0.646,0.544,0.441,0.304
Lacounsel (FR),0,0,0.646,0.461
Siberian Princess GB,0,0,0.443,0.256
Caher Cross (IRE),0,0,0.119,0.043
Danse Verte (FR),0.726,0.559,0.617,0.427
Line Abreast GB,0,0,0.657,0.465
Our Little C (USA),2.113,1.77,0.502,0.351
Lady Geeno (IRE),0,0,0.307,0.159
Needwood Fortune GB,3.32,0.852,0.864,0.763
Millers Action GB,2.324,1.602,0.609,0.514
Mistric GB,0,0,0.917,0.84
Helens Birthday GB,0,0,0.872,0.762
Idiots Lady GB,0,0,0.733,0.541
Reen-O-Foil (IRE),0,0,0.506,0.262
Dun Oengus (IRE),0,0,0.291,0.102
Legal Minstrel (IRE),0,0,0.258,0.067
Goldenswift (IRE),0,0,0.437,0.278
La Siciliana (IRE),0,0,0.083,0.007
Electric Belle (IRE),0,0,0.067,0.009
High Heather GB,0,0,0.333,0.222
Dea (POL),0,0,0.514,0.415
Mondalita (GER),0,0,0.126,0.06
Glenamal GB,0,0,0.281,0.211
Cherry Sal (IRE),0,0,0.452,0.229
Komancza (POL),0,0,0.483,0.287
Artistic Quay (IRE),0,0,0.383,0.194
Anozira Gold (IRE),5.811,3.611,0.944,0.895
Sunley Story GB,2.324,4.361,0.572,0.451
Laura Lye (IRE),0,0,0.505,0.262
Zulu Pearl GB,5.811,9.512,0.722,0.599
Silvassa (IRE),0,0,0.34,0.226
Glenbane Express (IRE),3.874,1.953,0.774,0.645
Protrial GB,0,0,0.644,0.462
Vienna Waltz (IRE),0,0,0.552,0.458
Citronelle II (FR),0,0,0.448,0.294
Irish Pride (IRE),2.324,7.633,0.321,0.237
Nights Crack GB,0,0,0.361,0.305
Steel Duchess I (IRE),0,0,0.67,0.465
Fatah Flare (USA),0.581,0.798,0.361,0.197
Magic Moonbeam (IRE),2.324,0.969,0.517,0.453
Quatalina III (FR),0,0,0.76,0.588
Girl Vamp (FR),0,0,0.285,0.13
Christines Gale (IRE),11.621,3.414,1,1
B Greenhill GB,0,0,0.785,0.638
My Alanna GB,0,0,0.557,0.357
General Comment (IRE),0,0,0.8,0.64
Three In A Twist (IRE),0,0,0.796,0.643
Silk Touch GB,0,0,0.391,0.197
Just Jodi (IRE),0,0,0.449,0.297
Glacial Run (IRE),0,0,0.433,0.216
Qurrat Al Ain GB,0,0,0.332,0.159
Mirador GB,0,0,0.033,0.002
West Bay Breeze GB,0,0,0.379,0.222
Wilette (GER),5.811,7.969,0.8,0.68
Leoparda (GER),0,0,0.727,0.529
Gecika De Kerpaul (FR),0,0,0.441,0.305
Kahuna Magic (FR),0,0,0.182,0.066
Kinsale Florale (IRE),0,0,0.062,0.008
Mooreshill (IRE),1.453,0.771,0.484,0.388
Recolte DEstruval (FR),0,0,0.278,0.231
Yellow Iris GB,0,0,0.75,0.562
Small Iron GB,0,0,0.724,0.539
Rondeau GB,0,0,0.628,0.397
Fields Of Fortune I GB,0,0,0.258,0.113
Trampolo (USA),0,0,0.167,0.056
Boreens Glory GB,0,0,0.25,0.062
Rowlandstown Lass GB,0,0,0.267,0.142
Silk Petal GB,2.583,1.428,0.714,0.597
Money Cant Buy GB,0,0,0.388,0.218
Vesper Time GB,1.367,1.22,0.55,0.418
Green Divot GB,0,0,0.417,0.29
Ath Trasna GB,0,0,0.45,0.405
Always Shining GB,0,0,0.637,0.488
Star Of The Future (USA),0,0,0.5,0.25
Nelly Don GB,0,0,0.4,0.16
Ranyah (USA),0,0,0.442,0.305
Mullangale GB,1.291,1.111,0.226,0.165
Stasias Dream (IRE),0,0,0.877,0.771
Out Of Taxes (USA),0,0,0.694,0.496
Hylandra (USA),0,0,0.67,0.5
SummerhouseI GB,0,0,0.446,0.204
Colour Scheme (FR),7.748,3.396,0.667,0.667
Eicidora (GER),0,0,0.833,0.696
Rays Honor GB,0,0,0.518,0.294
Trieste I (FR),0,0,0.392,0.16
Zinarelle (FR),0,0,0,0
Rosydolie (FR),3.874,4.641,0.444,0.37
Hidden Play (IRE),0,0,0.521,0.295
Barbrallen GB,0,0,0,0
Diana De Vonnas (FR),0,0,0.548,0.398
Clonroche Abendego GB,0,0,0.417,0.241
Walliser GB,0,0,0.2,0.04
Gipsy Dawn GB,1.291,0.91,0.518,0.39
Maggies Beauty (IRE),0,0,0.339,0.211
Mystical Song GB,0,0,0.388,0.211
Beattys (FR),0,0,0.208,0.087
Evening Dusk (IRE),0,0,0.131,0.034
Wedding Bouquet GB,2.583,1.918,0.514,0.403
Furryvale GB,1.66,2.031,0.298,0.216
Brackenair GB,1.66,0.985,0.554,0.398
M I Babe GB,7.748,3.452,0.727,0.678
Shroud I (USA),0.894,0.452,0.668,0.499
Midnight Mistress I GB,2.905,1.394,0.586,0.499
Galejade GB,0,0,0.273,0.074
Clear Ability I (IRE),0,0,0.091,0.008
The Hon Rose GB,1.162,3.032,0.286,0.188
Ballyhouraprincess (IRE),1.937,1.808,0.619,0.49
Volmerange (FR),0,0,0.482,0.301
Trassey Bridge GB,0,0,0.371,0.188
Sherdon Hutch GB,0,0,0.182,0.066
Olympic Rose (IRE),0,0,0.136,0.037
Austral Jane GB,0,0,0,0
April Gold GB,0,0,0.071,0.01
Pastinas Lass GB,0,0,0.48,0.248
Alpi Dora GB,0,0,0.189,0.108
Arctic Mission GB,0,0,0.583,0.461
Dame DOnze Heures (FR),0,0,0.188,0.07
Index Lady GB,0,0,0.463,0.303
Uplift GB,3.874,3.128,0.731,0.576
New Talent GB,2.324,2.718,0.428,0.351
Cothill Lady (IRE),0,0,0.308,0.146
Just A Second GB,2.113,0.908,0.688,0.609
Taco GB,0,0,0.281,0.199
Nephrite (IRE),3.874,2.012,0.926,0.86
Your Care (FR),1.453,1.739,0.351,0.265
Lillicara (FR),0,0,0.394,0.218
Santa Ana (GER),1.66,1.396,0.458,0.327
Bellateena GB,3.32,2.015,0.52,0.404
Karaferya (USA),0,0,0.35,0.182
Mary Astor (FR),0,0,0.5,0.25
Dancing Sunset (IRE),0,0,0.278,0.15
Alpine Symphony GB,0,0,0.083,0.021
Marzipan (IRE),3.874,2.137,0.4,0.347
Misty Halo GB,1.367,1.549,0.453,0.332
Ploy GB,5.811,2.87,0.75,0.625
Merillion GB,1.162,0.74,0.423,0.326
Chatmando (IRE),0,0,0.243,0.1
Talahache Bridge GB,0,0,0.542,0.337
Miss Tealeaf (USA),0,0,0.229,0.115
Peas (IRE),11.621,2.5,1,1
Sunset Walk GB,0,0,0.256,0.135
Fra Mau GB,0,0,0.529,0.353
Connaughts Pride GB,0,0,0.233,0.109
Parapa (IRE),1.453,0.802,0.755,0.595
Caithness (USA),2.324,1.675,0.597,0.444
Asl (USA),0,0,0.194,0.095
Dame Blonde (FR),3.874,2.193,0.739,0.64
Gloria IV (FR),0,0,0.672,0.498
Royal Folly I (IRE),1.453,3.037,0.536,0.364
Rockmount Rose GB,0,0,0.111,0.025
Phils Folly GB,0,0,0.045,0.008
Francetphile (FR),4.649,1.767,0.735,0.681
Elbe (FR),0,0,0.8,0.648
Mistress Gale (IRE),0,0,0.687,0.498
Bewails (IRE),0,0,0.335,0.171
Restikarada (FR),0,0,0,0
Miss Toot GB,0,0,0.319,0.166
Maywell GB,0,0,0.25,0.125
Music Slipper GB,0,0,0.313,0.24
Nini Princesse (IRE),5.811,2.838,0.763,0.676
Lisas Favourite GB,0,0,0.56,0.41
French Kiss IV (FR),0,0,0.5,0.25
Equilibrium I GB,0,0,0.482,0.289
Ballygriffin Belle GB,0.726,0.412,0.608,0.464
Stapleford Lady GB,0,0,0.069,0.008
Kalogy GB,0,0,0.142,0.036
Marshallstown GB,0,0,0.465,0.32
Marys Course GB,1.937,0.869,0.519,0.364
St Isadora GB,0,0,0.475,0.301
Lisfuncheon Adage GB,0,0,0.147,0.041
Desert Maiden GB,0,0,0.137,0.035
My Serena GB,0,0,0.095,0.027
Loverush GB,0,0,0.167,0.056
Chrissytino GB,0,0,0,0
Prudent Rose (IRE),4.649,1.319,0.855,0.754
The Hollow Beach (IRE),0,0,0.528,0.291
Bavardmore GB,0,0,0.252,0.152
Jennyellen (IRE),0.894,0.594,0.504,0.345
Yankee Silver GB,0,0,0.307,0.188
Ash Dame (IRE),0,0,0.238,0.165
Gusserane Princess GB,0,0,0.472,0.307
Martys Round GB,0,0,0.25,0.062
Monahullen Rose (IRE),0,0,0,0
High B GB,0,0,0.131,0.028
Molly Dance (FR),2.324,2.022,0.616,0.506
Miller FallS GB,0,0,0.417,0.204
Nymphs Echo (IRE),0,0,0.227,0.11
Epistolienne GB,0,0,0.599,0.502
Rose Bonbon (FR),0,0,0.42,0.218
Tip Marie (IRE),0,0,0.227,0.103
In The Habit (USA),0,0,0.264,0.105
Chadandy (USA),0,0,0.214,0.091
Miss Sic Top (FR),0,0,0.376,0.254
Sweet Optimist GB,0,0,0.269,0.115
Colfax Classic GB,0,0,0.371,0.191
Yaqut (USA),1.162,1.093,0.409,0.248
Scottish Bride (FR),0,0,0.429,0.289
Explosive Missile (IRE),0,0,0.077,0.018
Satlin (IRE),0,0,0.245,0.104
Coole Pilate GB,0,0,0.08,0.032
Cappuccino Girl GB,0,0,0.388,0.206
Lantern Line GB,2.324,1.667,0.498,0.404
Doorslammer GB,0,0,0.549,0.374
Willow Gale GB,0,0,0.455,0.236
Image Of War GB,0,0,0.095,0.054
Equity Law (IRE),0,0,0.602,0.4
Sweet Memory GB,3.874,2.571,0.689,0.535
Grannie No GB,2.583,2.453,0.427,0.321
Avionne GB,0,0,0.236,0.087
Sea Island GB,0,0,0.377,0.212
Ifaty (FR),2.905,3.043,0.638,0.481
Siyadah (USA),1.66,1.106,0.538,0.341
Little Preston (IRE),0,0,0.121,0.031
Fair Verona (USA),3.874,3.978,0.467,0.383
Hesse (FR),3.874,1.636,0.6,0.547
Arc Empress Jane (IRE),1.291,0.883,0.351,0.243
Francfurter GB,2.905,2.387,0.51,0.388
Half Asleep GB,1.788,0.947,0.68,0.53
Hi Darlin GB,0,0,0.201,0.081
Echo Creek (IRE),2.583,2.147,0.357,0.291
Sophiesue GB,2.49,1.25,0.653,0.535
Cavity GB,0,0,0.147,0.044
Esprit DEscalier (USA),1.162,0.545,0.538,0.382
Miss Sandman GB,5.811,11.617,0.65,0.545
Hush It Up GB,0,0,0.186,0.042
Deep Divide GB,0,0,0.24,0.144
Ruperts Daughter GB,0,0,0.367,0.211
Ninth Of May GB,0,0,0.236,0.165
Arctic Raheen GB,0,0,0.4,0.224
Scarlatine (IRE),0,0,0.138,0.029
Saucey Pup GB,0,0,0,0
The Bizzo GB,0,0,0.583,0.34
Tootsie GB,0,0,0.417,0.174
Emerald Dawn GB,0,0,0.258,0.082
Sun Follower GB,0,0,0.158,0.036
Ferlia (FR),0,0,0.125,0.031
Celtic Cross GB,0.775,0.529,0.497,0.34
Tart (FR),0,0,0.506,0.352
Important Girl (ARG),0,0,0.311,0.109
Highways Last GB,1.453,1.294,0.591,0.429
Totham GB,1.291,1.074,0.539,0.401
Quietly Impressive (IRE),0,0,0.477,0.336
Music Interpreter GB,0,0,0.3,0.137
Boro Penny GB,0.83,0.774,0.579,0.429
Anshan Lady (IRE),0,0,0.166,0.044
Paddys Owen GB,0,0,0.454,0.413
Autumn Glory I (USA),0,0,0.161,0.068
Winsome Doe GB,1.291,0.763,0.488,0.365
Cuzs Star (USA),3.874,1.41,0.859,0.757
Fiddes (IRE),0,0,0.178,0.093
Strawberry Jam (FR),0,0,0.235,0.072
Riverside Willow GB,0,0,0.416,0.322
Gild The Lily GB,0,0,0.572,0.394
Yavarro GB,0,0,0.234,0.096
Queen Of Tides (IRE),0,0,0.026,0.002
Astral River GB,0,0,0.572,0.38
Knights Maid GB,0,0,0.351,0.255
Lunabelle GB,0.612,0.282,0.653,0.475
Time Or Never (FR),0,0,0.522,0.362
Januarys Storm (USA),2.324,2.666,0.458,0.331
Water Flower GB,0,0,0.533,0.302
Over The Moon GB,0,0,0.074,0.021
Smoke Signal (IRE),0,0,0.417,0.347
Rhine Aria GB,1.453,4.852,0.291,0.216
Rose Of Macmillion GB,0,0,0.067,0.018
Ela Romara GB,0,0,0.26,0.112
File Moon (HOL),0,0,0.44,0.245
Annas Honor (USA),2.113,1.579,0.71,0.589
Tachira GB,3.874,0.966,0.583,0.521
Millfit (USA),0,0,0.238,0.093
Shoofha (IRE),0,0,0.397,0.284
Dancing At Lunasa (IRE),2.905,1.881,0.723,0.556
Anam GB,0,0,0.301,0.137
Soviet Princess (USA),2.905,1.62,0.642,0.474
Carousel Music GB,3.874,1.674,0.524,0.442
Miss Henrietta (IRE),0.968,1.376,0.561,0.39
Copperhurst (IRE),0,0,0.399,0.255
Monalee Stream GB,2.905,2.101,0.525,0.4
Alices Mirror GB,2.905,3.029,0.673,0.56
Carramore Lady (IRE),0,0,0.857,0.735
Express Toss (ARG),1.937,1.729,0.66,0.483
Clown Around GB,0,0,0.429,0.184
Pharleng (IRE),2.905,0.835,0.606,0.434
Jazzy Refrain (IRE),0,0,0.143,0.02
Clickety Click (USA),0,0,0.609,0.381
Handy Dancer GB,2.905,1.213,0.687,0.557
Sohot Whyknot (IRE),0,0,0.199,0.108
Etoile De Thaix (FR),6.641,2.244,0.849,0.757
Oh June GB,1.66,0.796,0.692,0.574
Ashville Lady (IRE),0,0,0.333,0.111
Strong Cloth (IRE),0,0,0.598,0.362
Georgic GB,0,0,0.342,0.2
Bucktan GB,0,0,0.222,0.099
Mid Day Chaser (IRE),0,0,0.333,0.111
Kisumu I GB,2.324,3.915,0.484,0.337
Miami Blues GB,0,0,0.086,0.014
Aconit (FR),0,0,0.875,0.766
Jupiters Message GB,0,0,0.406,0.307
Mandarina I (USA),0,0,0.167,0.056
Grand Coronet GB,0,0,0.403,0.236
Miss Outlaw (IRE),0,0,0.292,0.255
Chickmo (IRE),4.358,1.684,0.742,0.619
Ruths River GB,3.874,4.168,0.333,0.333
Miss Above (FR),1.291,1.022,0.384,0.243
Polly Minor GB,0,0,0.273,0.223
Tower Bridge (GER),2.905,1.621,0.65,0.531
Dance Clear (IRE),1.056,0.398,0.714,0.575
Annieirwin (IRE),0,0,0.418,0.231
Deepwater Woman GB,0,0,0.375,0.281
Erin Brownie GB,0,0,0,0
Janeyway GB,0,0,0.516,0.344
Ivy Edith GB,1.66,1.29,0.692,0.524
Beautiful France (IRE),1.788,1.256,0.391,0.28
Bint Zamayem (IRE),0,0,0.3,0.27
Frozen Pipe GB,0,0,0.208,0.13
Local Dream GB,2.113,0.938,0.66,0.561
Amys Girl (IRE),0,0,0.368,0.23
Astica (GER),1.66,1.663,0.516,0.347
Szuana (POL),0,0,0.083,0.014
Auntie Honnie (IRE),1.291,0.91,0.61,0.503
Luminous LightI GB,5.811,4.107,0.5,0.5
Strong Opinion GB,2.113,1.49,0.563,0.421
Arusha (IRE),0,0,0.264,0.185
Perimele (FR),0,0,0.342,0.234
Cloverjay GB,2.905,2.125,0.659,0.534
Heat Storm (USA),0,0,0.441,0.238
Chambre Separee (USA),0,0,0.511,0.316
My Concordia GB,0,0,0.163,0.048
Miss OTully (IRE),0,0,0.188,0.07
Brogeen Lady (IRE),0,0,0,0
Bea Marie (IRE),3.874,1.896,0.66,0.563
Indian Night (GER),4.649,1.79,0.874,0.789
Askasilla (IRE),0,0,0.633,0.437
Chalet Waldegg GB,0,0,0.402,0.162
Pedigree Corner GB,0,0,0.279,0.187
Free Travel GB,0,0,0.4,0.32
Grays Ellergy GB,2.583,2.132,0.62,0.511
Opalette GB,0,0,0.335,0.145
Maranzi GB,0,0,0.375,0.255
Pieds De Plume (FR),0,0,0.445,0.285
Happy Dancer (USA),0,0,0.294,0.202
Black Tulip (FR),0,0,0.572,0.42
Solar Crystal (IRE),0,0,0.545,0.356
Fair Shirley (IRE),0,0,0.355,0.148
Galaxy Glow GB,0,0,0.077,0.012
Illusory GB,0,0,0.284,0.121
Drei (USA),0,0,0.333,0.152
Bold Gem GB,0,0,0.316,0.163
Ice Chocolate (USA),1.162,0.768,0.532,0.428
Majinskaya (FR),4.842,2.503,0.704,0.628
Krisalya GB,0,0,0.408,0.167
MoondanceI GB,0,0,0.7,0.516
Ganasheba (USA),1.291,1.051,0.689,0.52
Foreign Courier (USA),2.905,1.216,0.286,0.255
Rare Opportunity (USA),0,0,0.583,0.347
My Shafy GB,2.905,1.494,0.611,0.462
Salul GB,0.581,0.655,0.577,0.385
Blissful I (USA),3.874,1.184,0.657,0.496
Naval Affair (IRE),2.324,1.532,0.477,0.346
Mosquera (GER),2.324,0.439,0.779,0.634
All The Luck (USA),0,0,0.479,0.259
Scotland Bay GB,0,0,0,0
Premier Blues (FR),0.83,0.648,0.667,0.523
Come Fly With Me GB,0,0,0.333,0.191
Pirie (USA),2.324,1.333,0.682,0.58
Bold Fashion (FR),0,0,0.58,0.46
Gone With The Wind (IRE),1.937,2.13,0.576,0.391
Ciel De Feu (USA),1.162,1.18,0.453,0.298
Willow Dale (IRE),1.291,1.171,0.666,0.542
Corn Futures GB,0,0,0.488,0.314
Tarte Aux Pommes (USA),0,0,0.244,0.101
Gunners Belle GB,0,0,0.091,0.008
Zahwa GB,0.894,0.813,0.547,0.39
Valentine Girl GB,11.621,3.5,1,1
Opera Lover (IRE),0,0,0.361,0.191
Clepsydra GB,0,0,0.714,0.545
Excellentadventure (USA),0,0,0.211,0.051
Kaysama (FR),2.583,2.126,0.785,0.702
Sideloader Special GB,0,0,0.383,0.208
Reboot (USA),0,0,0.5,0.25
Lady Member (FR),0,0,0.384,0.241
Celibataire (FR),2.905,2.306,0.602,0.519
Vitality GB,0,0,0.306,0.143
Temora (IRE),11.621,4.5,1,1
Rosi Zambotti (IRE),1.788,1.094,0.584,0.409
Narrow Band (IRE),0,0,0.649,0.445
Poetry In Motion (IRE),0,0,0.236,0.134
Bit Of A Tart GB,2.324,2.048,0.538,0.427
Screen Idol (IRE),3.874,1.138,0.842,0.725
Quittance (USA),1.66,0.964,0.713,0.551
Shona (USA),0,0,0.27,0.109
Race The Wild Wind (USA),0,0,0.567,0.323
Miss Gorgeous (IRE),3.32,1.716,0.644,0.488
Alcando I (IRE),2.905,1.827,0.481,0.323
Truly Bewitched (USA),5.811,2.333,0.938,0.883
Goldenfort Queen (IRE),3.874,5.23,0.451,0.354
Naked Poser (IRE),3.418,1.796,0.757,0.653
Shuhrah (USA),0,0,0.667,0.444
Shallat (IRE),0,0,0.625,0.406
Pomponette (USA),1.66,1.337,0.428,0.328
Port Of Silver (USA),0,0,0.399,0.24
Fly To The Moon (USA),0,0,0,0
Java Bay GB,2.583,1.274,0.671,0.519
Nanda GB,1.202,0.876,0.607,0.448
Push A Button GB,0,0,0.197,0.072
Alonsa (IRE),0,0,0.481,0.315
Home Truth GB,0,0,0.374,0.183
Folly Fox GB,0,0,0.549,0.365
Decision Maid (USA),0,0,0.245,0.1
Sinead (USA),1.937,1.249,0.559,0.4
Efficacy GB,2.214,1.666,0.582,0.447
Girton Degree GB,1.453,1.497,0.411,0.25
So True GB,1.291,1.138,0.519,0.363
No Tomorrow (IRE),0,0,0.266,0.138
Westering GB,0,0,0.535,0.352
Amaretto Flame (IRE),0,0,0.064,0.006
Cebwob GB,0,0,0.579,0.454
Berceau (USA),1.291,0.711,0.762,0.609
Lady Elgar (IRE),2.905,1.011,0.833,0.71
Bareilly (USA),2.905,2.42,0.699,0.598
Llia GB,0,0,0.343,0.194
Ziffany GB,0,0,0.859,0.739
Buckle (IRE),2.324,0.959,0.791,0.645
Lovat Spring (USA),1.291,1.6,0.351,0.221
Election Special GB,0,0,0.332,0.183
Mountain Dancer (IRE),0,0,0.28,0.097
Paradise River (USA),6.641,2.213,0.807,0.71
Exclusive GB,2.49,0.951,0.683,0.537
Isle Of Spice (USA),1.162,0.63,0.45,0.324
Last Second (IRE),5.811,1.161,0.825,0.722
Satin Bell GB,5.811,2.242,0.931,0.873
Last Drama (IRE),5.811,2.234,0.972,0.946
Slow Jazz (USA),1.55,1.286,0.597,0.457
Alto Jane GB,0,0,0.214,0.092
Cedar Lady GB,0,0,0.139,0.052
Baligay GB,2.905,3.256,0.4,0.288
Touraya GB,1.66,0.72,0.38,0.274
Three Owls (IRE),0,0,0.184,0.076
Sassenach (IRE),1.788,1.418,0.56,0.424
Pleine Lune (IRE),1.291,0.587,0.6,0.431
Corinium (IRE),0,0,0,0
Tromond GB,5.165,2.077,0.859,0.759
Anna Of Kiev GB,0,0,0.333,0.111
Glascoed GB,0,0,0.408,0.233
Backwoods Teacher (USA),0.894,0.47,0.687,0.552
Red Camellia GB,4.649,1.412,0.838,0.736
Ring Queen (USA),1.453,1.066,0.572,0.379
Dearly GB,5.811,1.59,0.834,0.753
Salonrolle (IRE),0,0,0.766,0.59
Silly Goose (IRE),0,0,0.803,0.656
Lycia GB,5.811,4.038,0.773,0.649
French River GB,0,0,0.437,0.263
Lamsat Al Hob GB,0,0,0.091,0.008
Honey Bee GB,0,0,0.666,0.475
Tinas Beauty GB,0,0,0.535,0.339
Shamshir GB,0.684,0.545,0.659,0.483
Maria Cappuccini GB,0.704,0.673,0.476,0.324
Tamburello (IRE),2.051,1.551,0.622,0.486
Owdbetts (IRE),3.874,2.746,0.537,0.421
Elhida (IRE),2.324,1.122,0.465,0.357
Putuna GB,2.905,4.096,0.651,0.542
Waffle On GB,0,0,0.493,0.291
Princess Rosananti (IRE),0,0,0.615,0.431
Waltzing Star (IRE),3.874,1.583,0.762,0.661
Kasota (IRE),1.056,0.671,0.531,0.37
Arpello GB,0,0,0.315,0.158
Laiyl (IRE),3.874,1.395,0.571,0.422
Pacific Grove GB,0.775,0.395,0.593,0.439
Walimu (IRE),1.937,1.421,0.377,0.313
Finnegans Dilemma (IRE),2.583,1.869,0.556,0.42
Blessed Honour GB,0,0,0.599,0.419
Zoena GB,0,0,0.572,0.473
Brazilia GB,0,0,0.273,0.149
Love Letters GB,0,0,0.251,0.122
Wedoudah (IRE),1.937,1.225,0.57,0.418
Teresita GB,0,0,0.288,0.195
Elderberry GB,3.874,7.11,0.516,0.421
Avasand (USA),0,0,0.235,0.086
Pea Green GB,2.324,3.527,0.485,0.338
Sidelined (IRE),1.937,1.385,0.528,0.369
Guilty Secret (IRE),0.968,1.254,0.468,0.335
Bombalarina (IRE),1.291,1.33,0.383,0.309
Kobalt Sea (FR),2.324,1.184,0.661,0.565
Abyaan (IRE),5.811,2.479,0.857,0.755
Limelighting (USA),3.874,2.026,0.774,0.63
Maid For Romance GB,0,0,0.649,0.448
Villa Nova (IRE),0,0,0.243,0.061
Tennessee Moon GB,0,0,0,0
Granita (CHI),0,0,0.508,0.398
